Reporting year,Remoteness Area,Sex,Potentially preventable hospitalisation (PPH) category,Potentially preventable hospitalisation (PPH) condition,Population,"PPH per 100,000 people (age-standardised)","PPH per 100,000 people (crude)",Number of PPH,Number of same day PPH,Percentage of PPH that are same day (%),Total PPH bed days,Average length of stay (days)
2012–13,Outer Regional,Persons,Acute PPH,Pneumonia (not vaccine-preventable),2001138,7,7,142,n.p,n.p,n.p,n.p
2012–13,Outer Regional,Females,Acute PPH,Pneumonia (not vaccine-preventable),986328,5,6,59,n.p,n.p,n.p,n.p
2012–13,Outer Regional,Females,Acute PPH,Total acute,986328,"1,465","1,509","14,880","5,068",34.1,"47,770",3.2
2012–13,Outer Regional,Persons,Acute PPH,Total acute,2001138,"1,419","1,456","29,144","9,903",34.0,"94,746",3.3
2012–13,Outer Regional,Males,Acute PPH,Total acute,1014810,"1,375","1,406","14,264","4,835",33.9,"46,976",3.3
2012–13,Outer Regional,Males,Acute PPH,"Urinary tract infections, including pyelonephritis",1014810,192,208,"2,108",333,15.8,"9,162",4.3
2012–13,Outer Regional,Females,Acute PPH,"Urinary tract infections, including pyelonephritis",986328,396,433,"4,267",749,17.6,"15,679",3.7
2012–13,Outer Regional,Persons,Acute PPH,"Urinary tract infections, including pyelonephritis",2001138,293,319,"6,376","1,081",17.0,"24,841",3.9
2012–13,Outer Regional,Females,Acute and vaccine preventable PPH,Total acute and vaccine preventable,986328,"1,563","1,613","15,905","5,168",32.5,"53,992",3.4
2012–13,Outer Regional,Males,Acute and vaccine preventable PPH,Total acute and vaccine preventable,1014810,"1,472","1,506","15,287","4,929",32.2,"54,969",3.6
2012–13,Outer Regional,Persons,Acute and vaccine preventable PPH,Total acute and vaccine preventable,2001138,"1,516","1,559","31,191","10,097",32.4,"108,960",3.5
2012–13,Outer Regional,Persons,Chronic PPH,Angina,2001138,215,258,"5,154","1,497",29.0,"10,661",2.1
2012–13,Outer Regional,Females,Chronic PPH,Angina,986328,162,200,"1,969",508,25.8,"4,190",2.1
2012–13,Outer Regional,Males,Chronic PPH,Angina,1014810,268,314,"3,185",989,31.1,"6,470",2.0
2012–13,Outer Regional,Persons,Chronic PPH,Asthma,2001138,139,137,"2,737",608,22.2,"5,966",2.2
2012–13,Outer Regional,Males,Chronic PPH,Asthma,1014810,111,109,"1,109",273,24.6,"2,016",1.8
2012–13,Outer Regional,Females,Chronic PPH,Asthma,986328,166,165,"1,627",335,20.6,"3,950",2.4
2012–13,Outer Regional,Males,Chronic PPH,Bronchiectasis,1014810,12,13,135,38,28.4,862,6.4
2012–13,Outer Regional,Persons,Chronic PPH,Bronchiectasis,2001138,19,22,439,94,21.4,"3,096",7.1
2012–13,Outer Regional,Females,Chronic PPH,Bronchiectasis,986328,26,31,304,56,18.3,"2,234",7.4
2012–13,Outer Regional,Persons,Chronic PPH,COPD,2001138,343,414,"8,282",534,6.5,"46,523",5.6
2012–13,Outer Regional,Females,Chronic PPH,COPD,986328,306,380,"3,747",205,5.5,"21,287",5.7
2012–13,Outer Regional,Males,Chronic PPH,COPD,1014810,390,447,"4,535",330,7.3,"25,236",5.6
2012–13,Outer Regional,Persons,Chronic PPH,Congestive cardiac failure,2001138,222,265,"5,297",390,7.4,"34,038",6.4
2012–13,Outer Regional,Males,Chronic PPH,Congestive cardiac failure,1014810,271,295,"2,995",215,7.2,"19,144",6.4
2012–13,Outer Regional,Females,Chronic PPH,Congestive cardiac failure,986328,178,233,"2,302",175,7.6,"14,894",6.5
2012–13,Outer Regional,Persons,Chronic PPH,Diabetes complications,2001138,220,241,"4,817","1,073",22.3,"25,466",5.3
2012–13,Outer Regional,Females,Chronic PPH,Diabetes complications,986328,192,207,"2,046",483,23.6,"10,226",5.0
2012–13,Outer Regional,Males,Chronic PPH,Diabetes complications,1014810,248,273,"2,771",591,21.3,"15,240",5.5
2012–13,Outer Regional,Persons,Chronic PPH,Hypertension,2001138,51,59,"1,189",176,14.8,"3,455",2.9
2012–13,Outer Regional,Females,Chronic PPH,Hypertension,986328,63,78,767,100,13.0,"2,318",3.0
2012–13,Outer Regional,Males,Chronic PPH,Hypertension,1014810,37,42,422,76,18.0,"1,136",2.7
2012–13,Outer Regional,Persons,Chronic PPH,Iron deficiency anaemia,2001138,153,171,"3,412","2,652",77.7,"5,136",1.5
2012–13,Outer Regional,Females,Chronic PPH,Iron deficiency anaemia,986328,197,220,"2,172","1,723",79.3,"3,236",1.5
2012–13,Outer Regional,Males,Chronic PPH,Iron deficiency anaemia,1014810,110,122,"1,240",929,74.9,"1,900",1.5
2012–13,Outer Regional,Males,Chronic PPH,Nutritional deficiencies,1014810,n.p,n.p,27,n.p,n.p,n.p,n.p
2012–13,Outer Regional,Persons,Chronic PPH,Nutritional deficiencies,2001138,2,2,46,0,0.8,702,15.3
2012–13,Outer Regional,Females,Chronic PPH,Nutritional deficiencies,986328,n.p,n.p,19,n.p,n.p,n.p,n.p
2012–13,Outer Regional,Males,Chronic PPH,Rheumatic heart disease,1014810,14,15,150,44,29.2,"1,180",7.8
2012–13,Outer Regional,Persons,Chronic PPH,Rheumatic heart disease,2001138,14,15,308,87,28.3,"2,354",7.6
2012–13,Outer Regional,Females,Chronic PPH,Rheumatic heart disease,986328,15,16,158,43,27.4,"1,174",7.4
2012–13,Outer Regional,Females,Chronic PPH,Total chronic,986328,"1,307","1,532","15,110","3,627",24.0,"63,840",4.2
2012–13,Outer Regional,Males,Chronic PPH,Total chronic,1014810,"1,462","1,633","16,570","3,484",21.0,"73,557",4.4
2012–13,Outer Regional,Persons,Chronic PPH,Total chronic,2001138,"1,377","1,583","31,680","7,111",22.4,"137,397",4.3
2012–13,Outer Regional,Persons,Chronic PPH,Type 1 diabetes complications,2001138,83,79,"1,589",455,28.7,"5,241",3.3
2012–13,Outer Regional,Females,Chronic PPH,Type 1 diabetes complications,986328,88,84,825,281,34.0,"2,552",3.1
2012–13,Outer Regional,Males,Chronic PPH,Type 1 diabetes complications,1014810,78,75,764,175,22.9,"2,690",3.5
2012–13,Outer Regional,Males,Chronic PPH,Type 2 diabetes complications,1014810,165,193,"1,957",402,20.5,"12,349",6.3
2012–13,Outer Regional,Persons,Chronic PPH,Type 2 diabetes complications,2001138,133,157,"3,151",594,18.8,"19,859",6.3
2012–13,Outer Regional,Females,Chronic PPH,Type 2 diabetes complications,986328,102,121,"1,194",192,16.1,"7,510",6.3
2012–13,Outer Regional,Persons,Total PPH,Total potentially preventable,2001138,"2,882","3,130","62,633","17,201",27.5,"244,165",3.9
2012–13,Outer Regional,Females,Total PPH,Total potentially preventable,986328,"2,860","3,133","30,901","8,793",28.5,"116,753",3.8
2012–13,Outer Regional,Males,Total PPH,Total potentially preventable,1014810,"2,923","3,127","31,731","8,408",26.5,"127,412",4.0
2012–13,Outer Regional,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions,2001138,25,26,525,71,13.5,"3,384",6.5
2012–13,Outer Regional,Males,Vaccine preventable PPH,Other vaccine-preventable conditions,1014810,27,28,287,40,14.1,"1,852",6.5
2012–13,Outer Regional,Females,Vaccine preventable PPH,Other vaccine-preventable conditions,986328,24,24,238,31,12.9,"1,533",6.4
2012–13,Outer Regional,Females,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),986328,17,18,176,22,12.3,"1,156",6.6
2012–13,Outer Regional,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),2001138,17,17,348,40,11.6,"2,271",6.5
2012–13,Outer Regional,Males,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),1014810,17,17,172,19,10.8,"1,115",6.5
2012–13,Outer Regional,Males,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),1014810,73,76,768,55,7.2,"6,597",8.6
2012–13,Outer Regional,Persons,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),2001138,74,78,"1,568",127,8.1,"11,425",7.3
2012–13,Outer Regional,Females,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),986328,76,81,801,72,9.0,"4,828",6.0
2012–13,Outer Regional,Persons,Vaccine preventable PPH,Total vaccine preventable,2001138,99,104,"2,087",198,9.5,"14,757",7.1
2012–13,Outer Regional,Females,Vaccine preventable PPH,Total vaccine preventable,986328,99,105,"1,038",102,9.9,"6,358",6.1
2012–13,Outer Regional,Males,Vaccine preventable PPH,Total vaccine preventable,1014810,99,103,"1,049",96,9.1,"8,400",8.0
2012–13,Remote,Persons,Acute PPH,Cellulitis,303877.6,477,468,"1,421",233,16.4,"4,669",3.3
2012–13,Remote,Females,Acute PPH,Cellulitis,142450.8,409,407,580,107,18.4,"1,806",3.1
2012–13,Remote,Males,Acute PPH,Cellulitis,161426.7,536,521,841,127,15.1,"2,863",3.4
2012–13,Remote,Females,Acute PPH,Convulsions,142450.8,105,110,157,52,33.3,274,1.8
2012–13,Remote,Persons,Acute PPH,Convulsions,303877.6,151,155,472,177,37.4,834,1.8
2012–13,Remote,Males,Acute PPH,Convulsions,161426.7,191,196,316,124,39.4,560,1.8
2012–13,Remote,Females,Acute PPH,Convulsions and epilepsy,142450.8,250,253,361,128,35.6,718,2.0
2012–13,Remote,Persons,Acute PPH,Convulsions and epilepsy,303877.6,323,327,993,350,35.2,"1,955",2.0
2012–13,Remote,Males,Acute PPH,Convulsions and epilepsy,161426.7,387,392,632,222,35.1,"1,237",2.0
2012–13,Remote,Females,Acute PPH,Dental conditions,142450.8,402,420,599,479,79.9,785,1.3
2012–13,Remote,Persons,Acute PPH,Dental conditions,303877.6,389,403,"1,225",966,78.9,"1,611",1.3
2012–13,Remote,Males,Acute PPH,Dental conditions,161426.7,377,388,626,488,77.8,826,1.3
2012–13,Remote,Females,Acute PPH,"Ear, nose and throat infections",142450.8,377,396,564,175,31.1,883,1.6
2012–13,Remote,Persons,Acute PPH,"Ear, nose and throat infections",303877.6,355,370,"1,125",391,34.8,"1,728",1.5
2012–13,Remote,Males,Acute PPH,"Ear, nose and throat infections",161426.7,335,347,560,216,38.5,845,1.5
2012–13,Remote,Females,Acute PPH,Eclampsia,142450.8,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2012–13,Remote,Persons,Acute PPH,Eclampsia,303877.6,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2012–13,Remote,Males,Acute PPH,Eclampsia,161426.7,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2012–13,Remote,Females,Acute PPH,Epilepsy,142450.8,144,143,204,76,37.3,444,2.2
2012–13,Remote,Persons,Acute PPH,Epilepsy,303877.6,172,171,521,173,33.3,"1,121",2.2
2012–13,Remote,Males,Acute PPH,Epilepsy,161426.7,196,196,316,97,30.7,677,2.1
2012–13,Remote,Persons,Acute PPH,Gangrene,303877.6,65,63,192,15,7.6,"2,102",11.0
2012–13,Remote,Females,Acute PPH,Gangrene,142450.8,60,60,85,5,5.9,"1,187",14.0
2012–13,Remote,Males,Acute PPH,Gangrene,161426.7,70,66,107,10,8.9,915,8.6
2012–13,Remote,Persons,Acute PPH,Pelvic inflammatory disease,303877.6,51,49,150,39,25.7,388,2.6
2012–13,Remote,Females,Acute PPH,Pelvic inflammatory disease,142450.8,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2012–13,Remote,Males,Acute PPH,Pelvic inflammatory disease,161426.7,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2012–13,Remote,Females,Acute PPH,Perforated/bleeding ulcer,142450.8,15,14,20,n.p,n.p,n.p,n.p
2012–13,Remote,Persons,Acute PPH,Perforated/bleeding ulcer,303877.6,24,23,70,9,12.5,363,5.2
2012–13,Remote,Males,Acute PPH,Perforated/bleeding ulcer,161426.7,32,31,50,n.p,n.p,n.p,n.p
2012–13,Remote,Females,Acute PPH,Pneumonia (not vaccine-preventable),142450.8,n.p,n.p,11,n.p,n.p,n.p,n.p
2012–13,Remote,Persons,Acute PPH,Pneumonia (not vaccine-preventable),303877.6,7,7,20,0,0.0,248,12.2
2012–13,Remote,Males,Acute PPH,Pneumonia (not vaccine-preventable),161426.7,n.p,n.p,10,n.p,n.p,n.p,n.p
2012–13,Remote,Persons,Acute PPH,Total acute,303877.6,"2,077","2,071","6,292","2,214",35.2,"16,989",2.7
2012–13,Remote,Females,Acute PPH,Total acute,142450.8,"2,213","2,222","3,166","1,100",34.8,"8,664",2.7
2012–13,Remote,Males,Acute PPH,Total acute,161426.7,"1,958","1,937","3,126","1,114",35.6,"8,325",2.7
2012–13,Remote,Females,Acute PPH,"Urinary tract infections, including pyelonephritis",142450.8,585,561,799,165,20.7,"2,641",3.3
2012–13,Remote,Persons,Acute PPH,"Urinary tract infections, including pyelonephritis",303877.6,388,363,"1,104",212,19.2,"3,969",3.6
2012–13,Remote,Males,Acute PPH,"Urinary tract infections, including pyelonephritis",161426.7,217,189,306,47,15.4,"1,328",4.3
2012–13,Remote,Females,Acute and vaccine preventable PPH,Total acute and vaccine preventable,142450.8,"2,440","2,452","3,493","1,132",32.4,"10,437",3.0
2012–13,Remote,Persons,Acute and vaccine preventable PPH,Total acute and vaccine preventable,303877.6,"2,281","2,275","6,914","2,265",32.8,"20,817",3.0
2012–13,Remote,Males,Acute and vaccine preventable PPH,Total acute and vaccine preventable,161426.7,"2,141","2,119","3,421","1,133",33.1,"10,380",3.0
2012–13,Remote,Females,Chronic PPH,Angina,142450.8,222,209,298,79,26.4,573,1.9
2012–13,Remote,Persons,Chronic PPH,Angina,303877.6,264,252,767,226,29.4,"1,475",1.9
2012–13,Remote,Males,Chronic PPH,Angina,161426.7,300,290,469,147,31.3,902,1.9
2012–13,Remote,Persons,Chronic PPH,Asthma,303877.6,177,178,541,127,23.5,"1,155",2.1
2012–13,Remote,Females,Chronic PPH,Asthma,142450.8,255,257,366,84,23.0,840,2.3
2012–13,Remote,Males,Chronic PPH,Asthma,161426.7,109,108,175,43,24.6,315,1.8
2012–13,Remote,Females,Chronic PPH,Bronchiectasis,142450.8,46,48,68,10,14.3,427,6.3
2012–13,Remote,Persons,Chronic PPH,Bronchiectasis,303877.6,69,70,214,29,13.4,"1,204",5.6
2012–13,Remote,Males,Chronic PPH,Bronchiectasis,161426.7,88,90,146,19,13.0,777,5.3
2012–13,Remote,Females,Chronic PPH,COPD,142450.8,421,400,569,40,7.1,"2,719",4.8
2012–13,Remote,Persons,Chronic PPH,COPD,303877.6,460,425,"1,293",98,7.6,"6,431",5.0
2012–13,Remote,Males,Chronic PPH,COPD,161426.7,508,448,723,58,8.0,"3,712",5.1
2012–13,Remote,Females,Chronic PPH,Congestive cardiac failure,142450.8,246,220,314,28,8.9,"2,114",6.7
2012–13,Remote,Males,Chronic PPH,Congestive cardiac failure,161426.7,331,280,452,48,10.7,"2,539",5.6
2012–13,Remote,Persons,Chronic PPH,Congestive cardiac failure,303877.6,292,252,766,76,10.0,"4,653",6.1
2012–13,Remote,Persons,Chronic PPH,Diabetes complications,303877.6,282,273,828,157,19.0,"5,042",6.1
2012–13,Remote,Females,Chronic PPH,Diabetes complications,142450.8,255,246,350,66,18.9,"2,014",5.8
2012–13,Remote,Males,Chronic PPH,Diabetes complications,161426.7,309,296,478,91,19.1,"3,027",6.3
2012–13,Remote,Persons,Chronic PPH,Hypertension,303877.6,63,58,176,29,16.2,479,2.7
2012–13,Remote,Females,Chronic PPH,Hypertension,142450.8,78,72,102,12,11.4,310,3.0
2012–13,Remote,Males,Chronic PPH,Hypertension,161426.7,47,45,73,17,22.9,169,2.3
2012–13,Remote,Females,Chronic PPH,Iron deficiency anaemia,142450.8,211,200,285,228,79.9,395,1.4
2012–13,Remote,Persons,Chronic PPH,Iron deficiency anaemia,303877.6,145,136,413,318,76.9,621,1.5
2012–13,Remote,Males,Chronic PPH,Iron deficiency anaemia,161426.7,86,79,128,90,70.3,226,1.8
2012–13,Remote,Females,Chronic PPH,Nutritional deficiencies,142450.8,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2012–13,Remote,Persons,Chronic PPH,Nutritional deficiencies,303877.6,n.p,n.p,7,n.p,n.p,n.p,n.p
2012–13,Remote,Males,Chronic PPH,Nutritional deficiencies,161426.7,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2012–13,Remote,Females,Chronic PPH,Rheumatic heart disease,142450.8,52,50,71,10,14.7,528,7.5
2012–13,Remote,Persons,Chronic PPH,Rheumatic heart disease,303877.6,44,41,126,17,13.7,904,7.2
2012–13,Remote,Males,Chronic PPH,Rheumatic heart disease,161426.7,37,34,55,7,12.5,376,6.8
2012–13,Remote,Persons,Chronic PPH,Total chronic,303877.6,"1,796","1,688","5,129","1,077",21.0,"22,250",4.3
2012–13,Remote,Females,Chronic PPH,Total chronic,142450.8,"1,788","1,703","2,426",557,22.9,"9,989",4.1
2012–13,Remote,Males,Chronic PPH,Total chronic,161426.7,"1,817","1,674","2,703",521,19.3,"12,261",4.5
2012–13,Remote,Females,Chronic PPH,Type 1 diabetes complications,142450.8,58,55,78,18,22.8,218,2.8
2012–13,Remote,Persons,Chronic PPH,Type 1 diabetes complications,303877.6,61,59,178,32,18.2,600,3.4
2012–13,Remote,Males,Chronic PPH,Type 1 diabetes complications,161426.7,64,62,100,15,14.7,382,3.8
2012–13,Remote,Females,Chronic PPH,Type 2 diabetes complications,142450.8,192,186,265,47,17.9,"1,734",6.5
2012–13,Remote,Persons,Chronic PPH,Type 2 diabetes complications,303877.6,215,209,634,123,19.4,"4,322",6.8
2012–13,Remote,Males,Chronic PPH,Type 2 diabetes complications,161426.7,239,229,369,76,20.5,"2,588",7.0
2012–13,Remote,Females,Total PPH,Total potentially preventable,142450.8,"4,206","4,133","5,887","1,686",28.6,"20,133",3.4
2012–13,Remote,Persons,Total PPH,Total potentially preventable,303877.6,"4,056","3,943","11,981","3,338",27.9,"42,597",3.6
2012–13,Remote,Males,Total PPH,Total potentially preventable,161426.7,"3,938","3,775","6,093","1,652",27.1,"22,464",3.7
2012–13,Remote,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions,303877.6,62,65,196,16,8.4,"1,200",6.1
2012–13,Remote,Females,Vaccine preventable PPH,Other vaccine-preventable conditions,142450.8,58,61,87,10,11.0,468,5.4
2012–13,Remote,Males,Vaccine preventable PPH,Other vaccine-preventable conditions,161426.7,66,68,110,7,6.3,733,6.7
2012–13,Remote,Males,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),161426.7,27,29,47,n.p,n.p,n.p,n.p
2012–13,Remote,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),303877.6,29,31,95,n.p,n.p,n.p,n.p
2012–13,Remote,Females,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),142450.8,31,34,48,n.p,n.p,n.p,n.p
2012–13,Remote,Persons,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),303877.6,146,144,437,36,8.2,"2,752",6.3
2012–13,Remote,Females,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),142450.8,173,172,245,22,9.0,"1,355",5.5
2012–13,Remote,Males,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),161426.7,122,119,191,14,7.2,"1,398",7.3
2012–13,Remote,Males,Vaccine preventable PPH,Total vaccine preventable,161426.7,186,185,298,21,6.9,"2,125",7.1
2012–13,Remote,Persons,Vaccine preventable PPH,Total vaccine preventable,303877.6,207,207,630,52,8.3,"3,919",6.2
2012–13,Remote,Females,Vaccine preventable PPH,Total vaccine preventable,142450.8,230,232,331,31,9.5,"1,794",5.4
2012–13,Very Remote,Persons,Acute PPH,Cellulitis,210361.5,782,755,"1,588",178,11.2,"5,183",3.3
2012–13,Very Remote,Males,Acute PPH,Cellulitis,115603.1,808,766,886,99,11.2,"2,993",3.4
2012–13,Very Remote,Females,Acute PPH,Cellulitis,94758.36,755,741,702,79,11.3,"2,190",3.1
2012–13,Very Remote,Persons,Acute PPH,Convulsions,210361.5,184,191,402,127,31.7,838,2.1
2012–13,Very Remote,Males,Acute PPH,Convulsions,115603.1,195,205,237,74,31.2,477,2.0
2012–13,Very Remote,Females,Acute PPH,Convulsions,94758.36,169,174,165,53,32.4,362,2.2
2012–13,Very Remote,Persons,Acute PPH,Convulsions and epilepsy,210361.5,382,387,815,226,27.7,"1,804",2.2
2012–13,Very Remote,Males,Acute PPH,Convulsions and epilepsy,115603.1,443,452,522,142,27.1,"1,188",2.3
2012–13,Very Remote,Females,Acute PPH,Convulsions and epilepsy,94758.36,299,309,293,84,28.8,616,2.1
2012–13,Very Remote,Males,Acute PPH,Dental conditions,115603.1,376,402,465,291,62.5,695,1.5
2012–13,Very Remote,Persons,Acute PPH,Dental conditions,210361.5,392,431,907,547,60.3,"1,389",1.5
2012–13,Very Remote,Females,Acute PPH,Dental conditions,94758.36,413,466,442,256,57.9,694,1.6
2012–13,Very Remote,Persons,Acute PPH,"Ear, nose and throat infections",210361.5,428,473,995,296,29.8,"1,645",1.7
2012–13,Very Remote,Females,Acute PPH,"Ear, nose and throat infections",94758.36,493,553,524,147,28.0,891,1.7
2012–13,Very Remote,Males,Acute PPH,"Ear, nose and throat infections",115603.1,376,407,471,150,31.8,755,1.6
